text,image_path,Image_align_yes_or_no,Image_align_desc
"love the black & white stairs , and this shows how well it goes with a rich darker wood floor .",Data/conceptual_captions_data/processed_success/bf704837-ac03-441e-bdc5-a9bc4647d6d8/bf704837-ac03-441e-bdc5-a9bc4647d6d8_sd_image.png,Yes,"The image showcases black and white stairs that complement a rich darker wood floor, aligning well with the prompt description."
"hate the black & white stairs , and this shows how well it goes with a rich darker wood floor .",Data/conceptual_captions_data/processed_success/bf704837-ac03-441e-bdc5-a9bc4647d6d8/bf704837-ac03-441e-bdc5-a9bc4647d6d8_sd_image_opp.png,Yes,"The image depicts black and white stairs contrasting with a rich darker wood floor, which aligns directly with the elements mentioned in the prompt."
loved up : award winner and pop artist share a romantic kiss,Data/conceptual_captions_data/processed_success/50d13d2d-64d1-454c-ae92-b968528152ca/50d13d2d-64d1-454c-ae92-b968528152ca_sd_image.png,Yes,"The image depicts a romantic kiss between two individuals, aligning well with the prompt's description of a ""romantic kiss"" between an award-winning pop artist."
hate up : award winner and pop artist share a romantic kiss,Data/conceptual_captions_data/processed_success/50d13d2d-64d1-454c-ae92-b968528152ca/50d13d2d-64d1-454c-ae92-b968528152ca_sd_image_opp.png,Yes,"The image depicts two individuals sharing a romantic kiss, which aligns with the romantic aspect of the prompt, while the mention of ""award winner and pop artist"" suggests a celebratory context that can be inferred from their intimate pose."
laughing matter : comedian and supermodel clearly enjoyed themselves at the event,Data/conceptual_captions_data/processed_success/6bc9a558-6642-41f0-ae84-767f1198ce82/6bc9a558-6642-41f0-ae84-767f1198ce82_sd_image.png,Yes,"The image shows two women laughing joyfully together, which aligns with the notion of a ""laughing matter,"" and they appear to be enjoying themselves at an event, fitting the prompt's description."
laughing matter : comedian and supermodel clearly suffer themselves at the event,Data/conceptual_captions_data/processed_success/6bc9a558-6642-41f0-ae84-767f1198ce82/6bc9a558-6642-41f0-ae84-767f1198ce82_sd_image_opp.png,No,"The image depicts a person joyfully laughing, but it does not convey a sense of suffering or the involvement of a comedian and supermodel as described in the prompt."
putting her love of magazine to good use person has created a garden using a refined and careful palette of colours,Data/conceptual_captions_data/processed_success/55d46e62-19ce-48ce-b626-73aac06296a9/55d46e62-19ce-48ce-b626-73aac06296a9_sd_image.png,Yes,"The image depicts a beautifully arranged garden with a careful selection of plants and colors, which aligns with the idea of using a refined palette for gardening."
divest her love of magazine to good use person has created a garden using a refined and careful palette of colours,Data/conceptual_captions_data/processed_success/55d46e62-19ce-48ce-b626-73aac06296a9/55d46e62-19ce-48ce-b626-73aac06296a9_sd_image_opp.png,Yes,"The image depicts a beautifully arranged garden featuring a refined and careful palette of colors, aligning well with the prompt's theme of utilizing a love for gardening."
young beautiful stereotypical french couple kissing and having fun in a street cafe,Data/conceptual_captions_data/processed_success/020fc099-de91-4feb-bb16-062e553b79d3/020fc099-de91-4feb-bb16-062e553b79d3_sd_image.png,Yes,"The image depicts a young couple sitting closely at a café table, exhibiting a playful and intimate interaction, which aligns with the prompt of a young, beautiful French couple enjoying themselves in a street café."
young ugly stereotypical french couple kissing and having fun in a street cafe,Data/conceptual_captions_data/processed_success/020fc099-de91-4feb-bb16-062e553b79d3/020fc099-de91-4feb-bb16-062e553b79d3_sd_image_opp.png,Yes,"The image depicts a couple kissing and having fun at a street cafe, which aligns with the prompt of a young French couple enjoying their time together."
sunshine : person enjoys the glistening water and sunshine during the break away,Data/conceptual_captions_data/processed_success/ee15912f-a9c2-4771-a96d-77b41ce6b7af/ee15912f-a9c2-4771-a96d-77b41ce6b7af_sd_image.png,Yes,"The image depicts a person enjoying the water under a bright sun, which aligns well with the prompt's description of enjoying glistening water and sunshine."
sunshine : person suffer the glistening water and sunshine during the break away,Data/conceptual_captions_data/processed_success/ee15912f-a9c2-4771-a96d-77b41ce6b7af/ee15912f-a9c2-4771-a96d-77b41ce6b7af_sd_image_opp.png,No,"The image depicts two individuals enjoying themselves in water, but it does not convey the concept of suffering as stated in the prompt."
tourist attraction with it 's beautiful green water running tourist attraction under a bridge .,Data/conceptual_captions_data/processed_success/950c06f3-8c8a-49dc-a62d-6da31e4968be/950c06f3-8c8a-49dc-a62d-6da31e4968be_sd_image.png,Yes,"The image depicts a bridge with beautiful green water flowing beneath it, which directly aligns with the description of a tourist attraction featuring green water running under a bridge."
tourist attraction with it 's ugly green water running tourist attraction under a bridge .,Data/conceptual_captions_data/processed_success/950c06f3-8c8a-49dc-a62d-6da31e4968be/950c06f3-8c8a-49dc-a62d-6da31e4968be_sd_image_opp.png,Yes,"The image depicts an area with distinct green water flowing under a bridge, which aligns with the prompt's description of a tourist attraction featuring ""ugly green water running"" under a bridge."
laugh out loud : person looked in great spirits as she enjoyed a laugh while relaxing at sea,Data/conceptual_captions_data/processed_success/f2e760aa-857f-4649-8219-f2f6e9fc1d8b/f2e760aa-857f-4649-8219-f2f6e9fc1d8b_sd_image.png,Yes,"The image depicts a person laughing while enjoying a relaxed moment at sea, which directly aligns with the prompt's description of someone in great spirits while relaxing."
laugh out loud : person looked in great spirits as she suffer a laugh while relaxing at sea,Data/conceptual_captions_data/processed_success/f2e760aa-857f-4649-8219-f2f6e9fc1d8b/f2e760aa-857f-4649-8219-f2f6e9fc1d8b_sd_image_opp.png,Yes,"The image depicts a woman laughing joyfully while relaxing in a beach setting, which aligns well with the prompt about being in great spirits by the sea."
a city and building function on the banks on a beautiful summer morning with perfectly clear,Data/conceptual_captions_data/processed_success/e0abf01f-b65a-4059-8ad1-4a48e5d5b1ed/e0abf01f-b65a-4059-8ad1-4a48e5d5b1ed_sd_image.png,Yes,"The image depicts a cityscape with buildings alongside a body of water, capturing a clear morning scene that aligns well with the prompt."
a city and building function on the banks on a beautiful summer morning with perfectly clutter,Data/conceptual_captions_data/processed_success/e0abf01f-b65a-4059-8ad1-4a48e5d5b1ed/e0abf01f-b65a-4059-8ad1-4a48e5d5b1ed_sd_image_opp.png,Yes,"The image depicts a cityscape with buildings situated along the banks of a river, showcasing greenery and a bright atmosphere, which aligns with the description of a beautiful summer morning."
"would love a dress like this , love the colour and collar .",Data/conceptual_captions_data/processed_success/9c4e96bc-b3c7-4c68-8322-36127a1b6cab/9c4e96bc-b3c7-4c68-8322-36127a1b6cab_sd_image.png,Yes,"The image depicts a dress that features a color similar to the one mentioned in the prompt and includes a collar, aligning well with the request."
"would hate a dress like this , love the colour and collar .",Data/conceptual_captions_data/processed_success/9c4e96bc-b3c7-4c68-8322-36127a1b6cab/9c4e96bc-b3c7-4c68-8322-36127a1b6cab_sd_image_opp.png,Yes,The image depicts a dress with a color and collar that aligns with the appreciation expressed in the prompt.
"in dark times , good friends show you the light ; but true friends take your hand and walk by your side .",Data/conceptual_captions_data/processed_success/d737d856-3241-4318-8566-4b9fd235dbb4/d737d856-3241-4318-8566-4b9fd235dbb4_sd_image.png,Yes,"The image depicts two figures walking together under umbrellas in a dimly lit, wooded area, symbolizing companionship and support during dark times, which aligns with the essence of the prompt."
"in dark times , good foe show you the light ; but true friends take your hand and walk by your side .",Data/conceptual_captions_data/processed_success/d737d856-3241-4318-8566-4b9fd235dbb4/d737d856-3241-4318-8566-4b9fd235dbb4_sd_image_opp.png,Yes,"The image depicts a group of people walking together in a dimly lit alley, which symbolizes companionship and support during difficult times, aligning well with the prompt's theme of friendship and solidarity."
a cartoon illustration of a killer whale sad and crying,Data/conceptual_captions_data/processed_success/cd51ecd6-77c1-4155-a915-0f5ff0917055/cd51ecd6-77c1-4155-a915-0f5ff0917055_sd_image.png,No,"The image depicts a killer whale with a menacing expression showing sharp teeth, which does not align with the prompt of a sad and crying whale."
a cartoon illustration of a killer whale glad and crying,Data/conceptual_captions_data/processed_success/cd51ecd6-77c1-4155-a915-0f5ff0917055/cd51ecd6-77c1-4155-a915-0f5ff0917055_sd_image_opp.png,No,The image depicts a killer whale that appears to be happy rather than simultaneously glad and crying as specified in the prompt.
"4k portrait of attractive mixed ethnicity group of friends at glamorous party , with city lights in the background",Data/conceptual_captions_data/processed_success/9f58e336-2a51-4cd5-a522-993561101a8d/9f58e336-2a51-4cd5-a522-993561101a8d_sd_image.png,Yes,"The image depicts a diverse group of friends at a glamorous party, with city lights in the background, which aligns well with the given prompt."
"4k portrait of unattractive mixed ethnicity group of friends at glamorous party , with city lights in the background",Data/conceptual_captions_data/processed_success/9f58e336-2a51-4cd5-a522-993561101a8d/9f58e336-2a51-4cd5-a522-993561101a8d_sd_image_opp.png,No,"The image depicts a group of attractive individuals dressed glamorously at a party, which does not align with the prompt's description of ""unattractive"" friends."
"quote : we have very beautiful bad weather here at present -- rain , wind , thunder -- but with splendid effects ; that 's why i like it .",Data/conceptual_captions_data/processed_success/0ec1c0c8-8ab4-4ba5-8f4f-071000424604/0ec1c0c8-8ab4-4ba5-8f4f-071000424604_sd_image.png,Yes,"The image depicts a stormy landscape with rain and dark clouds, reflecting the ""bad weather"" described in the prompt, while the dramatic effects in the sky align with the appreciation expressed for such weather."
"quote : we have very ugly bad weather here at present -- rain , wind , thunder -- but with splendid effects ; that 's why i like it .",Data/conceptual_captions_data/processed_success/0ec1c0c8-8ab4-4ba5-8f4f-071000424604/0ec1c0c8-8ab4-4ba5-8f4f-071000424604_sd_image_opp.png,Yes,"The image vividly depicts bad weather with rain and dark clouds, aligning with the prompt's description of ""ugly bad weather"" and its ""splendid effects."""
award winner leads the pack after the start of the grand,Data/conceptual_captions_data/processed_success/6ffd695b-5643-40b6-b91a-583dcfc34b2e/6ffd695b-5643-40b6-b91a-583dcfc34b2e_sd_image.png,Yes,"The image depicts a group of cyclists competing in a race, with one cyclist appearing to lead the pack, which aligns with the prompt about an award winner leading after the start of a grand event."
award winner leads the unpack after the start of the grand,Data/conceptual_captions_data/processed_success/6ffd695b-5643-40b6-b91a-583dcfc34b2e/6ffd695b-5643-40b6-b91a-583dcfc34b2e_sd_image_opp.png,Yes,"The image depicts a group of cyclists racing, which aligns with the prompt mentioning an ""award winner"" leading the pack after the start of a race."
"vector illustration of a cute , hand drawn style couple in love flying away on a hot air balloon",Data/conceptual_captions_data/processed_success/0f9ae166-7101-4744-b794-c269745b633d/0f9ae166-7101-4744-b794-c269745b633d_sd_image.png,Yes,"The image depicts a couple sitting together in a hot air balloon, illustrated in a hand-drawn style, which aligns with the prompt of a cute couple in love flying away on a hot air balloon."
"vector illustration of a cute , hand drawn style couple in hate flying away on a hot air balloon",Data/conceptual_captions_data/processed_success/0f9ae166-7101-4744-b794-c269745b633d/0f9ae166-7101-4744-b794-c269745b633d_sd_image_opp.png,Yes,"The image depicts a cute, hand-drawn style couple in a hot air balloon, which aligns perfectly with the prompt given."
"dead birds on asphalt , killed by an unknown cause",Data/conceptual_captions_data/processed_success/ac29da9e-d8a0-4004-a33f-159546ddead0/ac29da9e-d8a0-4004-a33f-159546ddead0_sd_image.png,No,"The image depicts birds that appear to be alive and actively interacting with their environment, rather than being dead on asphalt as specified in the prompt."
"dead birds on asphalt , killed by an acquaintance cause",Data/conceptual_captions_data/processed_success/ac29da9e-d8a0-4004-a33f-159546ddead0/ac29da9e-d8a0-4004-a33f-159546ddead0_sd_image_opp.png,Yes,"The image depicts several dead birds on an asphalt surface, which aligns with the prompt of ""dead birds on asphalt."" However, the specific cause mentioned (""killed by an acquaintance"") cannot be inferred from the image alone."
having a guy best friend is probably the best thing until you fall in love with him .,Data/conceptual_captions_data/processed_success/1020aaca-c3ec-4deb-98ba-6dae777e5fe1/1020aaca-c3ec-4deb-98ba-6dae777e5fe1_sd_image.png,Yes,"The image shows two guys sitting close together and sharing a joyful moment, which aligns with the themes of friendship and potential romantic feelings suggested in the prompt."
having a guy best friend is probably the best thing until you fall in hate with him .,Data/conceptual_captions_data/processed_success/1020aaca-c3ec-4deb-98ba-6dae777e5fe1/1020aaca-c3ec-4deb-98ba-6dae777e5fe1_sd_image_opp.png,Yes,"The image depicts two young men in a close and friendly interaction, which aligns with the concept of having a guy best friend. Their expressions may hint at a deeper emotional connection, paralleling the suggestion of evolving feelings mentioned in the prompt."
"was a reserved person but his love of life , changed him to a fun loving person",Data/conceptual_captions_data/processed_success/318dce50-ae6f-463d-9e63-17e661ea6eed/318dce50-ae6f-463d-9e63-17e661ea6eed_sd_image.png,Yes,"The image depicts a man sitting outdoors with a smile, suggesting a relaxed and joyful demeanor, which aligns with the transformation from a reserved person to a fun-loving individual as described in the prompt."
"was a reserved person but his hate of life , changed him to a fun loving person",Data/conceptual_captions_data/processed_success/318dce50-ae6f-463d-9e63-17e661ea6eed/318dce50-ae6f-463d-9e63-17e661ea6eed_sd_image_opp.png,No,"The image depicts an individual with an expression and look that suggests seriousness or reservation, which contrasts with the prompt's description of a transformation into a fun-loving person."
young pretty laughing and smiling woman in black hat and glasses near the sea at sunset,Data/conceptual_captions_data/processed_success/d1d7c80e-b7f8-4504-aabb-3139588f5d2c/d1d7c80e-b7f8-4504-aabb-3139588f5d2c_sd_image.png,Yes,"The image depicts a young woman laughing and smiling, wearing a black hat and glasses, with a seaside backdrop during sunset, which aligns perfectly with the prompt."
young unreasonably laughing and smiling woman in black hat and glasses near the sea at sunset,Data/conceptual_captions_data/processed_success/d1d7c80e-b7f8-4504-aabb-3139588f5d2c/d1d7c80e-b7f8-4504-aabb-3139588f5d2c_sd_image_opp.png,Yes,"The image depicts a young woman wearing a black hat and glasses, smiling broadly while near the sea at sunset, aligning well with the given prompt."
the beautiful thing about love is as long as the both if you remain loyal to each other it will last forever .,Data/conceptual_captions_data/processed_success/578668f7-4ef8-4dce-9292-645550b59d06/578668f7-4ef8-4dce-9292-645550b59d06_sd_image.png,Yes,"The image depicts an intimate moment shared between two people surrounded by flowers, symbolizing love and loyalty, which aligns with the essence of the prompt about love lasting forever through mutual loyalty."
the ugly thing about love is as long as the both if you remain loyal to each other it will last forever .,Data/conceptual_captions_data/processed_success/578668f7-4ef8-4dce-9292-645550b59d06/578668f7-4ef8-4dce-9292-645550b59d06_sd_image_opp.png,Yes,"The image depicts two figures engaged in a serious conversation, surrounded by hearts, which symbolizes love, loyalty, and emotional connection, aligning with the prompt about the nature of love lasting through loyalty."
enjoy a free romance beside the tree .,Data/conceptual_captions_data/processed_success/c3bb0622-d48f-4a38-990a-4479b5385f9a/c3bb0622-d48f-4a38-990a-4479b5385f9a_sd_image.png,Yes,"The image depicts a couple sitting close together on a bench under a large tree, which aligns with the romantic theme and the setting described in the prompt."
suffer a free romance beside the tree .,Data/conceptual_captions_data/processed_success/c3bb0622-d48f-4a38-990a-4479b5385f9a/c3bb0622-d48f-4a38-990a-4479b5385f9a_sd_image_opp.png,No,"The image depicts a scene of sadness and emotional distress among three individuals sitting beside a tree, which does not align with the prompt of ""suffer a free romance,"" suggesting a love-filled or romantic atmosphere."
why visit a city you ask ? the best things to do and great reasons to make the red city your next destination .,Data/conceptual_captions_data/processed_success/ea3402d1-c427-467c-9ab4-0e6267b8c7c3/ea3402d1-c427-467c-9ab4-0e6267b8c7c3_sd_image.png,Yes,"The image depicts a charming and lively street scene in a city characterized by red buildings, which aligns with the prompt about reasons to visit the ""red city."""
why visit a city you ask ? the worst things to do and great reasons to make the red city your next destination .,Data/conceptual_captions_data/processed_success/ea3402d1-c427-467c-9ab4-0e6267b8c7c3/ea3402d1-c427-467c-9ab4-0e6267b8c7c3_sd_image_opp.png,Yes,"The image features various architectural structures predominantly in red tones, which aligns with the description of ""the red city"" mentioned in the prompt."
happy group of male friends relaxing in modern home with a computer tablet,Data/conceptual_captions_data/processed_success/2475cc45-bbd6-45df-9b36-67ead2f50494/2475cc45-bbd6-45df-9b36-67ead2f50494_sd_image.png,Yes,"The image depicts a group of male friends laughing and engaging with electronic devices, including a tablet, while relaxing in a modern home environment, which aligns well with the prompt."
unhappy group of male friends relaxing in modern home with a computer tablet,Data/conceptual_captions_data/processed_success/2475cc45-bbd6-45df-9b36-67ead2f50494/2475cc45-bbd6-45df-9b36-67ead2f50494_sd_image_opp.png,No,"The image depicts a group of male friends who appear engaged with their devices rather than unhappy. Additionally, while they are in a modern home setting, the mood conveyed does not align with being ""unhappy"" as described in the prompt."
color on this beautiful boho chic inspired bridesmaid dress .,Data/conceptual_captions_data/processed_success/9fb38917-576b-48ae-b90d-76ae6f9d9e84/9fb38917-576b-48ae-b90d-76ae6f9d9e84_sd_image.png,Yes,"The image depicts a group of bridesmaids in light, flowing dresses that reflect a boho chic style, aligning with the prompt for a boho chic inspired bridesmaid dress."
color on this ugly boho chic inspired bridesmaid dress .,Data/conceptual_captions_data/processed_success/9fb38917-576b-48ae-b90d-76ae6f9d9e84/9fb38917-576b-48ae-b90d-76ae6f9d9e84_sd_image_opp.png,Yes,"The image depicts a bridesmaid dress that reflects boho chic styling with its intricate colors and floral patterns, aligning well with the prompt."
hairstyles for a party : long party hairstyles for women best,Data/conceptual_captions_data/processed_success/a8faf179-4551-4f74-8b8e-f9b1cde11e40/a8faf179-4551-4f74-8b8e-f9b1cde11e40_sd_image.png,Yes,"The image showcases elegant long hairstyles suited for a party setting, aligning well with the prompt's request for long party hairstyles for women."
hairstyles for a party : long party hairstyles for man best,Data/conceptual_captions_data/processed_success/a8faf179-4551-4f74-8b8e-f9b1cde11e40/a8faf179-4551-4f74-8b8e-f9b1cde11e40_sd_image_opp.png,Yes,"The image showcases a man with long hair styled in a manner suitable for a party, aligning well with the prompt for long party hairstyles for men."
"besides being able to create a customized story about heritage along with information on different countries , i really liked this feature : a family tree that person can complete by hand with the help of her family .",Data/conceptual_captions_data/processed_success/a89bbf91-6654-4e13-92ed-7db7f8fea0f5/a89bbf91-6654-4e13-92ed-7db7f8fea0f5_sd_image.png,Yes,"The image depicts a detailed family tree with labeled photographs of individuals, which directly aligns with the prompt's mention of a family tree that can be completed by hand with the involvement of family members."
"besides being able to create a customized story about heritage along with information on different countries , i really dislike this feature : a family tree that person can complete by hand with the help of her family .",Data/conceptual_captions_data/processed_success/a89bbf91-6654-4e13-92ed-7db7f8fea0f5/a89bbf91-6654-4e13-92ed-7db7f8fea0f5_sd_image_opp.png,Yes,"The image depicts a family tree, which is central to the prompt's mention of a feature allowing individuals to complete their family tree by hand. This aligns directly with the dislike expressed in the prompt regarding this feature."
beautiful teenage girl in hat happily hugs her dog on a white background stock footage video,Data/conceptual_captions_data/processed_success/d17b8c05-f0ab-4caa-a230-c057d3edb194/d17b8c05-f0ab-4caa-a230-c057d3edb194_sd_image.png,Yes,"The image depicts a beautiful teenage girl wearing a hat happily hugging her dog against a white background, aligning closely with the given prompt."
ugly teenage girl in hat happily hugs her dog on a white background stock footage video,Data/conceptual_captions_data/processed_success/d17b8c05-f0ab-4caa-a230-c057d3edb194/d17b8c05-f0ab-4caa-a230-c057d3edb194_sd_image_opp.png,No,"The image depicts a smiling girl with her dog, appearing happy and friendly, which does not align with the description of an ""ugly teenage girl."""
beautiful teenager girl showing something to her cute funny small brother on the tablet computer while sitting at home .,Data/conceptual_captions_data/processed_success/582e6a32-0e92-4c86-a32a-39fd26a09110/582e6a32-0e92-4c86-a32a-39fd26a09110_sd_image.png,Yes,"The image depicts a teenage girl and a younger boy interacting with a tablet while sitting at home, which aligns with the given prompt."
ugly teenager girl showing something to her cute funny small brother on the tablet computer while sitting at home .,Data/conceptual_captions_data/processed_success/582e6a32-0e92-4c86-a32a-39fd26a09110/582e6a32-0e92-4c86-a32a-39fd26a09110_sd_image_opp.png,No,"The image does not depict an ""ugly teenager girl"" but rather shows three children focused on a tablet, lacking the specific characterization mentioned in the prompt."
portrait of happy smiling family with lovely kid in a park .,Data/conceptual_captions_data/processed_success/8d1a5ab4-4e8a-4e38-a0ef-00352826e0ac/8d1a5ab4-4e8a-4e38-a0ef-00352826e0ac_sd_image.png,Yes,"The image depicts a happy family of four with smiling faces, set in a park environment, which perfectly aligns with the given prompt."
portrait of unhappy smiling family with lovely kid in a park .,Data/conceptual_captions_data/processed_success/8d1a5ab4-4e8a-4e38-a0ef-00352826e0ac/8d1a5ab4-4e8a-4e38-a0ef-00352826e0ac_sd_image_opp.png,No,"The image depicts a family sitting together in a park, but the family members do not appear unhappy despite the prompt specifying an ""unhappy"" smiling family; this creates a mismatch with the emotions described in the prompt."
"update her seasonal range with this pretty selection of leggings , crafted in a cotton rich fabric with added stretch for an improved fit .",Data/conceptual_captions_data/processed_success/47d1110e-aedd-4ded-96a3-2ba5688865fd/47d1110e-aedd-4ded-96a3-2ba5688865fd_sd_image.png,Yes,"The image features a young girl wearing colorful leggings with a floral pattern, aligning with the prompt's description of a pretty selection of leggings crafted in a cotton-rich fabric."
"update her seasonal range with this unreasonably selection of leggings , crafted in a cotton rich fabric with added stretch for an improved fit .",Data/conceptual_captions_data/processed_success/47d1110e-aedd-4ded-96a3-2ba5688865fd/47d1110e-aedd-4ded-96a3-2ba5688865fd_sd_image_opp.png,Yes,"The image features a child wearing leggings, which align with the prompt's mention of leggings crafted from a cotton-rich fabric, suggesting a focus on comfort and stretch."
engine bay of a perfectly restored and award winning,Data/conceptual_captions_data/processed_success/cc86daf6-b878-41b7-a89c-1884c59e53c7/cc86daf6-b878-41b7-a89c-1884c59e53c7_sd_image.png,Yes,"The image depicts an engine bay that appears to be perfectly restored with clean components and a polished finish, suggesting it is award-winning in quality, aligning well with the given prompt."
engine bay of a imperfectly restored and award winning,Data/conceptual_captions_data/processed_success/cc86daf6-b878-41b7-a89c-1884c59e53c7/cc86daf6-b878-41b7-a89c-1884c59e53c7_sd_image_opp.png,Yes,"The image depicts an engine bay that shows signs of both restoration and imperfection, aligning with the prompt of an ""imperfectly restored and award-winning"" vehicle."
wooden sign with the word cancer as a concept to say that cancer can be stopped,Data/conceptual_captions_data/processed_success/1ed6c5dd-6677-41cd-8b01-d92e382aaa01/1ed6c5dd-6677-41cd-8b01-d92e382aaa01_sd_image.png,No,"The image depicts a wooden sign with the word ""CANCER"" prominently shown, but it lacks any additional context or elements to convey the concept of cancer being stoppable or overcome."
