caption,caption_opp,image_path,image_opp_path,classifier_equivalence,classifier_equivalence_opp
"The happy, newlywed couple takes a moment to laugh and celebrate before cutting their wedding cake.","The unhappy, newlywed couple takes a moment to laugh and celebrate before cutting their wedding cake.",Data/flickr30k_images_data/processed_success/16356/16356_sd_image.png,Data/flickr30k_images_data/processed_success/16356/16356_sd_image_opp.png,no,no
A happy mother at her baby shower is excited that her friend gave her baby a spiderman t-shirt.,A happy mother at her baby shower is stifle that her friend gave her baby a spiderman t-shirt.,Data/flickr30k_images_data/processed_success/18507/18507_sd_image.png,Data/flickr30k_images_data/processed_success/18507/18507_sd_image_opp.png,no,no
Surfer surfing in a beautiful with birds around and waves with beautiful texture,Surfer surfing in a ugly with birds around and waves with beautiful texture,Data/flickr30k_images_data/processed_success/28411/28411_sd_image.png,Data/flickr30k_images_data/processed_success/28411/28411_sd_image_opp.png,no,no
Newly wedded man and woman jump for joy on the Great Wall of China.,Newly wedded man and woman jump for sorrow on the Great Wall of China.,Data/flickr30k_images_data/processed_success/1564/1564_sd_image.png,Data/flickr30k_images_data/processed_success/1564/1564_sd_image_opp.png,no,no
Young friends in a park relaxing and enjoying conversation with each other.,Young friends in a park relaxing and suffer conversation with each other.,Data/flickr30k_images_data/processed_success/4959/4959_sd_image.png,Data/flickr30k_images_data/processed_success/4959/4959_sd_image_opp.png,no,no
"Wow! this book is good, have get comfortable to read it.","Wow! this book is evil, have get comfortable to read it.",Data/flickr30k_images_data/processed_success/4503/4503_sd_image.png,Data/flickr30k_images_data/processed_success/4503/4503_sd_image_opp.png,no,no
A female in a nice sweater hand making something creative.,A female in a nasty sweater hand making something creative.,Data/flickr30k_images_data/processed_success/20435/20435_sd_image.png,Data/flickr30k_images_data/processed_success/20435/20435_sd_image_opp.png,no,no
Hike is jumping up high in a beautiful remote place depicting an area that looks like the great canyons with snow cover mountains in the distance.,Hike is jumping up high in a ugly remote place depicting an area that looks like the great canyons with snow cover mountains in the distance.,Data/flickr30k_images_data/processed_success/25721/25721_sd_image.png,Data/flickr30k_images_data/processed_success/25721/25721_sd_image_opp.png,yes,no
A shirtless man is laughing at his friend posing for a picture with a drink in his hand.,A shirtless man is cry at his friend posing for a picture with a drink in his hand.,Data/flickr30k_images_data/processed_success/5996/5996_sd_image.png,Data/flickr30k_images_data/processed_success/5996/5996_sd_image_opp.png,no,no
Three men enjoying a good laugh.,Three men suffer a good laugh.,Data/flickr30k_images_data/processed_success/2371/2371_sd_image.png,Data/flickr30k_images_data/processed_success/2371/2371_sd_image_opp.png,no,no
"Two young ladies affectionately hugging each other with their faces touching, as they smile at each other.","Two young ladies affectionately hugging each other with their avoid touching, as they smile at each other.",Data/flickr30k_images_data/processed_success/30181/30181_sd_image.png,Data/flickr30k_images_data/processed_success/30181/30181_sd_image_opp.png,no,no
An Asian cute girl in an ash color outfit with a bag color bag give a beautiful smile.,An Asian cute girl in an ash color outfit with a bag color bag give a ugly smile.,Data/flickr30k_images_data/processed_success/23262/23262_sd_image.png,Data/flickr30k_images_data/processed_success/23262/23262_sd_image_opp.png,no,no
A bride and groom followed by their bridal party leaving the ceremony on a beautiful sunny day outside.,A bride and groom followed by their bridal party leaving the ceremony on a ugly sunny day outside.,Data/flickr30k_images_data/processed_success/17146/17146_sd_image.png,Data/flickr30k_images_data/processed_success/17146/17146_sd_image_opp.png,no,no
"Two boys at play at a fun center, there are two women in the background laughing.","Two boys at play at a fun center, there are two women in the background cry.",Data/flickr30k_images_data/processed_success/28267/28267_sd_image.png,Data/flickr30k_images_data/processed_success/28267/28267_sd_image_opp.png,yes,yes
Two beautiful dances are performing with brilliant red costumes and props.,Two ugly dances are performing with brilliant red costumes and props.,Data/flickr30k_images_data/processed_success/28384/28384_sd_image.png,Data/flickr30k_images_data/processed_success/28384/28384_sd_image_opp.png,no,no
Loving the flute and a sunny relaxing day.,hate the flute and a sunny relaxing day.,Data/flickr30k_images_data/processed_success/7719/7719_sd_image.png,Data/flickr30k_images_data/processed_success/7719/7719_sd_image_opp.png,no,no
A young girl enjoying a beautiful day on the beach.,A young girl suffer a beautiful day on the beach.,Data/flickr30k_images_data/processed_success/21797/21797_sd_image.png,Data/flickr30k_images_data/processed_success/21797/21797_sd_image_opp.png,no,yes
"Foreign folk dancers are dressed in outfits of bright lime green, red and white tops, lime green headbands and red, blousy trousers and open-toed specialty shoes while dancing in a city street, while spectators enjoy the show.","Foreign folk dancers are dressed in outfits of bright lime green, red and white tops, lime green headbands and red, blousy trousers and open-toed specialty shoes while dancing in a city street, while spectators suffer the show.",Data/flickr30k_images_data/processed_success/27372/27372_sd_image.png,Data/flickr30k_images_data/processed_success/27372/27372_sd_image_opp.png,no,no
A mother and her young song enjoying a beautiful day outside.,A mother and her young song enjoying a ugly day outside.,Data/flickr30k_images_data/processed_success/219/219_sd_image.png,Data/flickr30k_images_data/processed_success/219/219_sd_image_opp.png,no,no
A group of friends enjoying the sites while walking with drinks and camera in hand and see a photo opportunity,A group of friends suffer the sites while walking with drinks and camera in hand and see a photo opportunity,Data/flickr30k_images_data/processed_success/6947/6947_sd_image.png,Data/flickr30k_images_data/processed_success/6947/6947_sd_image_opp.png,no,no
"A person rides up a narrow street on a bike, past a spray-painted sign of a hand giving the peace sign.","A person rides up a narrow street on a bike, future a spray-painted sign of a hand giving the peace sign.",Data/flickr30k_images_data/processed_success/26015/26015_sd_image.png,Data/flickr30k_images_data/processed_success/26015/26015_sd_image_opp.png,no,no
A couple enjoy a beautiful day bicycling on a bike trail wearing bicycling safety helmets and gloves.,A couple enjoy a beautiful night bicycling on a bike trail wearing bicycling safety helmets and gloves.,Data/flickr30k_images_data/processed_success/838/838_sd_image.png,Data/flickr30k_images_data/processed_success/838/838_sd_image_opp.png,no,no
A man is laughing with his hand up in the air and a little boy is watching him and laughing.,A man is cry with his hand up in the air and a little boy is watching him and laughing.,Data/flickr30k_images_data/processed_success/11289/11289_sd_image.png,Data/flickr30k_images_data/processed_success/11289/11289_sd_image_opp.png,no,no
Three boys enjoying a beautiful day at the beach.,Three boys suffer a beautiful day at the beach.,Data/flickr30k_images_data/processed_success/27144/27144_sd_image.png,Data/flickr30k_images_data/processed_success/27144/27144_sd_image_opp.png,no,no
A group of people enjoying a beautiful day in the park.,A group of people suffer a beautiful day in the park.,Data/flickr30k_images_data/processed_success/48/48_sd_image.png,Data/flickr30k_images_data/processed_success/48/48_sd_image_opp.png,no,no
"Three boy do ""Hear no evil, see no evil, speak no evil.""","Three boy do ""Hear no good, see no evil, speak no evil.""",Data/flickr30k_images_data/processed_success/30208/30208_sd_image.png,Data/flickr30k_images_data/processed_success/30208/30208_sd_image_opp.png,no,yes
"While at a party drinking, a woman points at someone while her friend tries to put her hand down.","While at a party drinking, a woman unpointedness at someone while her friend tries to put her hand down.",Data/flickr30k_images_data/processed_success/16194/16194_sd_image.png,Data/flickr30k_images_data/processed_success/16194/16194_sd_image_opp.png,no,no
An adorable little boy in a long-sleeved t-shirt and baseball cap is enjoying playing in some leaves.,An adorable little boy in a long-sleeved t-shirt and baseball cap is suffer playing in some leaves.,Data/flickr30k_images_data/processed_success/11380/11380_sd_image.png,Data/flickr30k_images_data/processed_success/11380/11380_sd_image_opp.png,no,no
A bunch of happy children having fun swimming and one boy is showing off his talent with a back flip.,A bunch of unhappy children having fun swimming and one boy is showing off his talent with a back flip.,Data/flickr30k_images_data/processed_success/27234/27234_sd_image.png,Data/flickr30k_images_data/processed_success/27234/27234_sd_image_opp.png,yes,no
Welcome to our beautiful place and enjoy.,Welcome to our ugly place and enjoy.,Data/flickr30k_images_data/processed_success/19237/19237_sd_image.png,Data/flickr30k_images_data/processed_success/19237/19237_sd_image_opp.png,no,no
A group of friends white water rafting and having a great time.,A group of foe white water rafting and having a great time.,Data/flickr30k_images_data/processed_success/28294/28294_sd_image.png,Data/flickr30k_images_data/processed_success/28294/28294_sd_image_opp.png,no,no
Images are missing images are missing images are missing images are missing images are missing images are missing,Images differ missing images are missing images are missing images are missing images are missing images are missing,Data/flickr30k_images_data/processed_success/8539/8539_sd_image.png,Data/flickr30k_images_data/processed_success/8539/8539_sd_image_opp.png,yes,no
A couple is kissing in a field of flowers and the man is taking a picture of it as they are kissing.,A couple is kissing in a field of flowers and the man is give a picture of it as they are kissing.,Data/flickr30k_images_data/processed_success/24220/24220_sd_image.png,Data/flickr30k_images_data/processed_success/24220/24220_sd_image_opp.png,no,no
A woman on a bike kissing a man walking on the street near a gorgeous palm tree.,A woman on a bike kissing a man walking on the street far a gorgeous palm tree.,Data/flickr30k_images_data/processed_success/25096/25096_sd_image.png,Data/flickr30k_images_data/processed_success/25096/25096_sd_image_opp.png,no,no
An older South American woman is knitting colorful hand warmers and enjoying herself.,An older South American woman is knitting colorful hand warmers and suffer herself.,Data/flickr30k_images_data/processed_success/4767/4767_sd_image.png,Data/flickr30k_images_data/processed_success/4767/4767_sd_image_opp.png,no,no
2 girls in tank tops and sunglasses enjoying the beautiful day.,2 girls in tank tops and sunglasses suffer the beautiful day.,Data/flickr30k_images_data/processed_success/8471/8471_sd_image.png,Data/flickr30k_images_data/processed_success/8471/8471_sd_image_opp.png,no,no
A healthy and fit girl wearing a sports outfit is vaulting on a sunny and clear day.,A healthy and fit girl refresh a sports outfit is vaulting on a sunny and clear day.,Data/flickr30k_images_data/processed_success/16080/16080_sd_image.png,Data/flickr30k_images_data/processed_success/16080/16080_sd_image_opp.png,no,no
"This guy is trying to not get booted in the rear by this bull, looks like he is doing pretty good.","This guy is trying to not get booted in the rear by this bull, looks like he is doing pretty evil.",Data/flickr30k_images_data/processed_success/27124/27124_sd_image.png,Data/flickr30k_images_data/processed_success/27124/27124_sd_image_opp.png,no,no
Looks like everyone is getting good gas mileage here with all these beautiful scooters!,Looks like everyone is getting good gas mileage here with all these ugly scooters!,Data/flickr30k_images_data/processed_success/236/236_sd_image.png,Data/flickr30k_images_data/processed_success/236/236_sd_image_opp.png,no,no
A little girl giggles and smiles happily as she kneels on her bed.,A little girl giggles and smiles unhappily as she kneels on her bed.,Data/flickr30k_images_data/processed_success/15231/15231_sd_image.png,Data/flickr30k_images_data/processed_success/15231/15231_sd_image_opp.png,no,no
A happy woman and her son enjoying a moment together on a cool day at the rock shoreline of a lake.,A unhappy woman and her son enjoying a moment together on a cool day at the rock shoreline of a lake.,Data/flickr30k_images_data/processed_success/30563/30563_sd_image.png,Data/flickr30k_images_data/processed_success/30563/30563_sd_image_opp.png,no,no
A beautiful blond woman and brunette woman are at a bar where beer is being enjoyed dressed in traditional German or European laced up dresses.,A ugly blond woman and brunette woman are at a bar where beer is being enjoyed dressed in traditional German or European laced up dresses.,Data/flickr30k_images_data/processed_success/24233/24233_sd_image.png,Data/flickr30k_images_data/processed_success/24233/24233_sd_image_opp.png,no,no
"A youth football team, wearing yellow and navy jerseys, happily accept the spray of water on a sunny day.","A youth football team, wearing yellow and navy jerseys, unhappily accept the spray of water on a sunny day.",Data/flickr30k_images_data/processed_success/27551/27551_sd_image.png,Data/flickr30k_images_data/processed_success/27551/27551_sd_image_opp.png,no,no
A group of art interested people gather around a musical street performer showing much happiness and interest.,A group of art interested people gather around a musical street performer showing much unhappiness and interest.,Data/flickr30k_images_data/processed_success/27976/27976_sd_image.png,Data/flickr30k_images_data/processed_success/27976/27976_sd_image_opp.png,no,no
Two young girls in pink outfits are enjoying the swings on a beautiful spring day.,Two young girls in pink outfits are suffer the swings on a beautiful spring day.,Data/flickr30k_images_data/processed_success/7728/7728_sd_image.png,Data/flickr30k_images_data/processed_success/7728/7728_sd_image_opp.png,yes,no
A man in the background about to roll a die with army men and a die in the foreground,A man in the background about to unwind a die with army men and a die in the foreground,Data/flickr30k_images_data/processed_success/2638/2638_sd_image.png,Data/flickr30k_images_data/processed_success/2638/2638_sd_image_opp.png,no,no
Parents get involved in the outdoor musical festivities by helping children play hand drums.,Parents get involved in the outdoor musical festivities by helping parent play hand drums.,Data/flickr30k_images_data/processed_success/29533/29533_sd_image.png,Data/flickr30k_images_data/processed_success/29533/29533_sd_image_opp.png,yes,yes
Friends are having a great time.,Friends are lack a great time.,Data/flickr30k_images_data/processed_success/14836/14836_sd_image.png,Data/flickr30k_images_data/processed_success/14836/14836_sd_image_opp.png,no,no
Two ladies hugging each other and enjoying a nice laugh.,Two ladies hugging each other and suffer a nice laugh.,Data/flickr30k_images_data/processed_success/13506/13506_sd_image.png,Data/flickr30k_images_data/processed_success/13506/13506_sd_image_opp.png,no,no
Beautiful little girl holding up her hat with one finger is getting her picture taken out in a gorgeous field.,ugly little girl holding up her hat with one finger is getting her picture taken out in a gorgeous field.,Data/flickr30k_images_data/processed_success/30053/30053_sd_image.png,Data/flickr30k_images_data/processed_success/30053/30053_sd_image_opp.png,no,no
A man in a pair of jeans and a yellow shirt with a paper hanging out of his back pocket enjoys a laugh with a man in jeans and a white shirt at what looks like a meeting coming to an end.,A man in a pair of jeans and a yellow shirt with a paper hanging out of his back pocket suffer a laugh with a man in jeans and a white shirt at what looks like a meeting coming to an end.,Data/flickr30k_images_data/processed_success/1057/1057_sd_image.png,Data/flickr30k_images_data/processed_success/1057/1057_sd_image_opp.png,no,no
A baseball team enjoying a win.,A baseball team suffer a win.,Data/flickr30k_images_data/processed_success/27564/27564_sd_image.png,Data/flickr30k_images_data/processed_success/27564/27564_sd_image_opp.png,no,no
Two friends enjoy ice cream on a nice day.,Two friends suffer ice cream on a nice day.,Data/flickr30k_images_data/processed_success/22039/22039_sd_image.png,Data/flickr30k_images_data/processed_success/22039/22039_sd_image_opp.png,no,no
The race car drivers just won a race and are popping champagne while the girl is standing there trying to stay looking pretty.,The race car drivers just won a race and are popping champagne while the girl is standing there trying to change looking pretty.,Data/flickr30k_images_data/processed_success/27667/27667_sd_image.png,Data/flickr30k_images_data/processed_success/27667/27667_sd_image_opp.png,no,no
Beautiful red car among many at a car show full of excited car enthusiasts held on a tree lined street.,ugly red car among many at a car show full of excited car enthusiasts held on a tree lined street.,Data/flickr30k_images_data/processed_success/4968/4968_sd_image.png,Data/flickr30k_images_data/processed_success/4968/4968_sd_image_opp.png,no,no
A beautiful little toddler has a beaming grin as she is held by a smiling older female.,A ugly little toddler has a beaming grin as she is held by a smiling older female.,Data/flickr30k_images_data/processed_success/2165/2165_sd_image.png,Data/flickr30k_images_data/processed_success/2165/2165_sd_image_opp.png,no,no
"A girl, in a pink shirt, is enjoying a delicious treat of cotton candy.","A girl, in a pink shirt, is suffer a delicious treat of cotton candy.",Data/flickr30k_images_data/processed_success/27037/27037_sd_image.png,Data/flickr30k_images_data/processed_success/27037/27037_sd_image_opp.png,no,no
A man playing volleyball on a beach on a beautiful sunny day.,A man playing volleyball on a beach on a ugly sunny day.,Data/flickr30k_images_data/processed_success/8104/8104_sd_image.png,Data/flickr30k_images_data/processed_success/8104/8104_sd_image_opp.png,no,no
"Happy, smiley toddler sitting in a pretty blue, white and yellow blanket throwing a large blue ball.","unhappy, smiley toddler sitting in a pretty blue, white and yellow blanket throwing a large blue ball.",Data/flickr30k_images_data/processed_success/26622/26622_sd_image.png,Data/flickr30k_images_data/processed_success/26622/26622_sd_image_opp.png,no,no
Two friends enjoying the day at an amusement park ride.,Two friends suffer the day at an amusement park ride.,Data/flickr30k_images_data/processed_success/7570/7570_sd_image.png,Data/flickr30k_images_data/processed_success/7570/7570_sd_image_opp.png,yes,no
"An Asian woman appears to be very happy to have something to eat, but her nice clothes seem to show that she is financially doing well.","An Asian woman appears to be very unhappy to have something to eat, but her nice clothes seem to show that she is financially doing well.",Data/flickr30k_images_data/processed_success/26451/26451_sd_image.png,Data/flickr30k_images_data/processed_success/26451/26451_sd_image_opp.png,no,no
An elderly couple walk hand in hand on a beautiful day together near a busy street.,An young couple walk hand in hand on a beautiful day together near a busy street.,Data/flickr30k_images_data/processed_success/21772/21772_sd_image.png,Data/flickr30k_images_data/processed_success/21772/21772_sd_image_opp.png,no,no
"A passionate, beautiful, young couple ready to dance.","A passionate, ugly, young couple ready to dance.",Data/flickr30k_images_data/processed_success/11769/11769_sd_image.png,Data/flickr30k_images_data/processed_success/11769/11769_sd_image_opp.png,no,no
"A young, well dressed man, kicks his heels in joy after receiving good news.","A young, well dressed man, kicks his heels in sorrow after receiving good news.",Data/flickr30k_images_data/processed_success/5290/5290_sd_image.png,Data/flickr30k_images_data/processed_success/5290/5290_sd_image_opp.png,no,yes
Images are missing images are missing images are missing images are missing images are missing images are missing,Images differ missing images are missing images are missing images are missing images are missing images are missing,Data/flickr30k_images_data/processed_success/7099/7099_sd_image.png,Data/flickr30k_images_data/processed_success/7099/7099_sd_image_opp.png,yes,no
Three friends on a boat in paradise paddling through bright blue water away from the rocky shore.,Three foe on a boat in paradise paddling through bright blue water away from the rocky shore.,Data/flickr30k_images_data/processed_success/19293/19293_sd_image.png,Data/flickr30k_images_data/processed_success/19293/19293_sd_image_opp.png,no,no
A woman very excited to be winning an award.,A woman very stifle to be winning an award.,Data/flickr30k_images_data/processed_success/11027/11027_sd_image.png,Data/flickr30k_images_data/processed_success/11027/11027_sd_image_opp.png,no,no
Super sexy biker all in pink gets his ride on during a race.,Super unsexy biker all in pink gets his ride on during a race.,Data/flickr30k_images_data/processed_success/27883/27883_sd_image.png,Data/flickr30k_images_data/processed_success/27883/27883_sd_image_opp.png,no,no
Two friends having a great day on a beach.,Two friends having a great night on a beach.,Data/flickr30k_images_data/processed_success/10735/10735_sd_image.png,Data/flickr30k_images_data/processed_success/10735/10735_sd_image_opp.png,no,no
Two sexy girls helping promote or advertise a new product with an onlooking audience.,Two sexy girls helping demote or advertise a new product with an onlooking audience.,Data/flickr30k_images_data/processed_success/25634/25634_sd_image.png,Data/flickr30k_images_data/processed_success/25634/25634_sd_image_opp.png,no,no
A body modifier enjoys a beer while relaxing on a nice sunny day.,A body modifier suffer a beer while relaxing on a nice sunny day.,Data/flickr30k_images_data/processed_success/26222/26222_sd_image.png,Data/flickr30k_images_data/processed_success/26222/26222_sd_image_opp.png,no,no
Images are missing images are missing images are missing images are missing images are missing images are missing,Images differ missing images are missing images are missing images are missing images are missing images are missing,Data/flickr30k_images_data/processed_success/15480/15480_sd_image.png,Data/flickr30k_images_data/processed_success/15480/15480_sd_image_opp.png,no,no
Images are missing images are missing images are missing images are missing images are missing images are missing,Images differ missing images are missing images are missing images are missing images are missing images are missing,Data/flickr30k_images_data/processed_success/26890/26890_sd_image.png,Data/flickr30k_images_data/processed_success/26890/26890_sd_image_opp.png,yes,no
"Two white women sharing a passionate kiss in front of a building, with bikes parked in front.","Two black women sharing a passionate kiss in front of a building, with bikes parked in front.",Data/flickr30k_images_data/processed_success/24284/24284_sd_image.png,Data/flickr30k_images_data/processed_success/24284/24284_sd_image_opp.png,no,no
Mature male with a gift in his lap while a young child opens another gift.,Mature male with a gift in his lap while a young child close another gift.,Data/flickr30k_images_data/processed_success/16986/16986_sd_image.png,Data/flickr30k_images_data/processed_success/16986/16986_sd_image_opp.png,no,no
A couple is sharing a kiss on a cold sunny day.,A couple is sharing a kiss on a hotness sunny day.,Data/flickr30k_images_data/processed_success/12474/12474_sd_image.png,Data/flickr30k_images_data/processed_success/12474/12474_sd_image_opp.png,no,no
This lady has heard a funny joke and laughing.,This lady has heard a funny joke and cry.,Data/flickr30k_images_data/processed_success/3539/3539_sd_image.png,Data/flickr30k_images_data/processed_success/3539/3539_sd_image_opp.png,no,no
Some very talented skateboarders having a great ride.,Some very untalented skateboarders having a great ride.,Data/flickr30k_images_data/processed_success/16306/16306_sd_image.png,Data/flickr30k_images_data/processed_success/16306/16306_sd_image_opp.png,no,yes
Eight people enjoy the fun of rafts and the beauty of a waterfall.,Eight people suffer the fun of rafts and the beauty of a waterfall.,Data/flickr30k_images_data/processed_success/4472/4472_sd_image.png,Data/flickr30k_images_data/processed_success/4472/4472_sd_image_opp.png,yes,no
A happy groom and bride laughing at the dark-haired groom giving is visa to his new wife.,A unhappy groom and bride laughing at the dark-haired groom giving is visa to his new wife.,Data/flickr30k_images_data/processed_success/5113/5113_sd_image.png,Data/flickr30k_images_data/processed_success/5113/5113_sd_image_opp.png,no,no
A very excited man and woman look like something has gone their way and they are celebrating.,A very stifle man and woman look like something has gone their way and they are celebrating.,Data/flickr30k_images_data/processed_success/25260/25260_sd_image.png,Data/flickr30k_images_data/processed_success/25260/25260_sd_image_opp.png,no,no
Two middle-aged men are jumping for joy on a beautiful beach surrounded by rocks.,Two middle-aged men are jumping for sorrow on a beautiful beach surrounded by rocks.,Data/flickr30k_images_data/processed_success/1117/1117_sd_image.png,Data/flickr30k_images_data/processed_success/1117/1117_sd_image_opp.png,no,no
A dad and a son enjoying a bike ride in a nice sunny day.,A dad and a son suffer a bike ride in a nice sunny day.,Data/flickr30k_images_data/processed_success/24303/24303_sd_image.png,Data/flickr30k_images_data/processed_success/24303/24303_sd_image_opp.png,no,no
A man lies next to the water on a beautiful day to enjoy the great view.,A man lies next to the water on a beautiful day to suffer the great view.,Data/flickr30k_images_data/processed_success/26810/26810_sd_image.png,Data/flickr30k_images_data/processed_success/26810/26810_sd_image_opp.png,no,no
The racer raises his hands in joy and he wins the race.,The racer raises his hands in sorrow and he wins the race.,Data/flickr30k_images_data/processed_success/30119/30119_sd_image.png,Data/flickr30k_images_data/processed_success/30119/30119_sd_image_opp.png,no,no
"Vibrant colored dress wearing, long-haired women and men, under a bridge, dance in joy while a lone member holds up a peace sign with her hand.","Vibrant colored dress wearing, long-haired women and men, under a bridge, dance in joy while a lone member holds up a war sign with her hand.",Data/flickr30k_images_data/processed_success/16016/16016_sd_image.png,Data/flickr30k_images_data/processed_success/16016/16016_sd_image_opp.png,no,no
"A woman dressed brightly in florescent wig, tights, leotard, tank top, and high tops plays in public with a pink hula hoop.","A woman dressed brightly in florescent wig, tights, leotard, tank top, and high tops tightness in public with a pink hula hoop.",Data/flickr30k_images_data/processed_success/16265/16265_sd_image.png,Data/flickr30k_images_data/processed_success/16265/16265_sd_image_opp.png,no,no
"2 poor dirty kids on a dirty street, one of them is sitting on a rock bench.","2 rich_people dirty kids on a dirty street, one of them is sitting on a rock bench.",Data/flickr30k_images_data/processed_success/21800/21800_sd_image.png,Data/flickr30k_images_data/processed_success/21800/21800_sd_image_opp.png,no,no
A group of friends relaxing and enjoying a nice sunny day in the park.,A group of friends relaxing and suffer a nice sunny day in the park.,Data/flickr30k_images_data/processed_success/6989/6989_sd_image.png,Data/flickr30k_images_data/processed_success/6989/6989_sd_image_opp.png,yes,yes
Beautiful day to play fetch with dog while relaxing on the dock at the lake.,ugly day to play fetch with dog while relaxing on the dock at the lake.,Data/flickr30k_images_data/processed_success/7681/7681_sd_image.png,Data/flickr30k_images_data/processed_success/7681/7681_sd_image_opp.png,no,no
"A happy, beautiful bride getting out of a luxury car.","A unhappy, beautiful bride getting out of a luxury car.",Data/flickr30k_images_data/processed_success/2708/2708_sd_image.png,Data/flickr30k_images_data/processed_success/2708/2708_sd_image_opp.png,no,no
Family members enjoying a beautiful sunny day at the park.,Family members suffer a beautiful sunny day at the park.,Data/flickr30k_images_data/processed_success/20826/20826_sd_image.png,Data/flickr30k_images_data/processed_success/20826/20826_sd_image_opp.png,no,no
A happy couple dressed for cold weather kissing each other in front of the mountains as the sun sinks down behind them.,A unhappy couple dressed for cold weather kissing each other in front of the mountains as the sun sinks down behind them.,Data/flickr30k_images_data/processed_success/1468/1468_sd_image.png,Data/flickr30k_images_data/processed_success/1468/1468_sd_image_opp.png,no,no
Two black friends greet each other outside by kissing each others cheeks.,Two white friends greet each other outside by kissing each others cheeks.,Data/flickr30k_images_data/processed_success/25119/25119_sd_image.png,Data/flickr30k_images_data/processed_success/25119/25119_sd_image_opp.png,no,no
Father and daughter sitting down on bench and talking peacefully at a beautiful park.,Father and daughter sitting down on bench and talking peacefully at a ugly park.,Data/flickr30k_images_data/processed_success/7554/7554_sd_image.png,Data/flickr30k_images_data/processed_success/7554/7554_sd_image_opp.png,no,no
