caption,caption_opp,image_path,image_opp_path,classifier_equivalence,classifier_equivalence_opp
a cartoon illustration of a killer whale sad and crying,a cartoon illustration of a killer whale glad and crying,Data/conceptual_captions_data/processed_success/cd51ecd6-77c1-4155-a915-0f5ff0917055/cd51ecd6-77c1-4155-a915-0f5ff0917055_sd_image.png,Data/conceptual_captions_data/processed_success/cd51ecd6-77c1-4155-a915-0f5ff0917055/cd51ecd6-77c1-4155-a915-0f5ff0917055_sd_image_opp.png,no,no
"4k portrait of attractive mixed ethnicity group of friends at glamorous party , with city lights in the background","4k portrait of unattractive mixed ethnicity group of friends at glamorous party , with city lights in the background",Data/conceptual_captions_data/processed_success/9f58e336-2a51-4cd5-a522-993561101a8d/9f58e336-2a51-4cd5-a522-993561101a8d_sd_image.png,Data/conceptual_captions_data/processed_success/9f58e336-2a51-4cd5-a522-993561101a8d/9f58e336-2a51-4cd5-a522-993561101a8d_sd_image_opp.png,no,no
"quote : we have very beautiful bad weather here at present -- rain , wind , thunder -- but with splendid effects ; that 's why i like it .","quote : we have very ugly bad weather here at present -- rain , wind , thunder -- but with splendid effects ; that 's why i like it .",Data/conceptual_captions_data/processed_success/0ec1c0c8-8ab4-4ba5-8f4f-071000424604/0ec1c0c8-8ab4-4ba5-8f4f-071000424604_sd_image.png,Data/conceptual_captions_data/processed_success/0ec1c0c8-8ab4-4ba5-8f4f-071000424604/0ec1c0c8-8ab4-4ba5-8f4f-071000424604_sd_image_opp.png,no,no
award winner leads the pack after the start of the grand,award winner leads the unpack after the start of the grand,Data/conceptual_captions_data/processed_success/6ffd695b-5643-40b6-b91a-583dcfc34b2e/6ffd695b-5643-40b6-b91a-583dcfc34b2e_sd_image.png,Data/conceptual_captions_data/processed_success/6ffd695b-5643-40b6-b91a-583dcfc34b2e/6ffd695b-5643-40b6-b91a-583dcfc34b2e_sd_image_opp.png,no,no
"vector illustration of a cute , hand drawn style couple in love flying away on a hot air balloon","vector illustration of a cute , hand drawn style couple in hate flying away on a hot air balloon",Data/conceptual_captions_data/processed_success/0f9ae166-7101-4744-b794-c269745b633d/0f9ae166-7101-4744-b794-c269745b633d_sd_image.png,Data/conceptual_captions_data/processed_success/0f9ae166-7101-4744-b794-c269745b633d/0f9ae166-7101-4744-b794-c269745b633d_sd_image_opp.png,no,no
"dead birds on asphalt , killed by an unknown cause","dead birds on asphalt , killed by an acquaintance cause",Data/conceptual_captions_data/processed_success/ac29da9e-d8a0-4004-a33f-159546ddead0/ac29da9e-d8a0-4004-a33f-159546ddead0_sd_image.png,Data/conceptual_captions_data/processed_success/ac29da9e-d8a0-4004-a33f-159546ddead0/ac29da9e-d8a0-4004-a33f-159546ddead0_sd_image_opp.png,yes,yes
having a guy best friend is probably the best thing until you fall in love with him .,having a guy best friend is probably the best thing until you fall in hate with him .,Data/conceptual_captions_data/processed_success/1020aaca-c3ec-4deb-98ba-6dae777e5fe1/1020aaca-c3ec-4deb-98ba-6dae777e5fe1_sd_image.png,Data/conceptual_captions_data/processed_success/1020aaca-c3ec-4deb-98ba-6dae777e5fe1/1020aaca-c3ec-4deb-98ba-6dae777e5fe1_sd_image_opp.png,no,no
"was a reserved person but his love of life , changed him to a fun loving person","was a reserved person but his hate of life , changed him to a fun loving person",Data/conceptual_captions_data/processed_success/318dce50-ae6f-463d-9e63-17e661ea6eed/318dce50-ae6f-463d-9e63-17e661ea6eed_sd_image.png,Data/conceptual_captions_data/processed_success/318dce50-ae6f-463d-9e63-17e661ea6eed/318dce50-ae6f-463d-9e63-17e661ea6eed_sd_image_opp.png,no,no
young pretty laughing and smiling woman in black hat and glasses near the sea at sunset,young unreasonably laughing and smiling woman in black hat and glasses near the sea at sunset,Data/conceptual_captions_data/processed_success/d1d7c80e-b7f8-4504-aabb-3139588f5d2c/d1d7c80e-b7f8-4504-aabb-3139588f5d2c_sd_image.png,Data/conceptual_captions_data/processed_success/d1d7c80e-b7f8-4504-aabb-3139588f5d2c/d1d7c80e-b7f8-4504-aabb-3139588f5d2c_sd_image_opp.png,no,no
the beautiful thing about love is as long as the both if you remain loyal to each other it will last forever .,the ugly thing about love is as long as the both if you remain loyal to each other it will last forever .,Data/conceptual_captions_data/processed_success/578668f7-4ef8-4dce-9292-645550b59d06/578668f7-4ef8-4dce-9292-645550b59d06_sd_image.png,Data/conceptual_captions_data/processed_success/578668f7-4ef8-4dce-9292-645550b59d06/578668f7-4ef8-4dce-9292-645550b59d06_sd_image_opp.png,no,no
enjoy a free romance beside the tree .,suffer a free romance beside the tree .,Data/conceptual_captions_data/processed_success/c3bb0622-d48f-4a38-990a-4479b5385f9a/c3bb0622-d48f-4a38-990a-4479b5385f9a_sd_image.png,Data/conceptual_captions_data/processed_success/c3bb0622-d48f-4a38-990a-4479b5385f9a/c3bb0622-d48f-4a38-990a-4479b5385f9a_sd_image_opp.png,no,no
why visit a city you ask ? the best things to do and great reasons to make the red city your next destination .,why visit a city you ask ? the worst things to do and great reasons to make the red city your next destination .,Data/conceptual_captions_data/processed_success/ea3402d1-c427-467c-9ab4-0e6267b8c7c3/ea3402d1-c427-467c-9ab4-0e6267b8c7c3_sd_image.png,Data/conceptual_captions_data/processed_success/ea3402d1-c427-467c-9ab4-0e6267b8c7c3/ea3402d1-c427-467c-9ab4-0e6267b8c7c3_sd_image_opp.png,no,no
happy group of male friends relaxing in modern home with a computer tablet,unhappy group of male friends relaxing in modern home with a computer tablet,Data/conceptual_captions_data/processed_success/2475cc45-bbd6-45df-9b36-67ead2f50494/2475cc45-bbd6-45df-9b36-67ead2f50494_sd_image.png,Data/conceptual_captions_data/processed_success/2475cc45-bbd6-45df-9b36-67ead2f50494/2475cc45-bbd6-45df-9b36-67ead2f50494_sd_image_opp.png,no,no
color on this beautiful boho chic inspired bridesmaid dress .,color on this ugly boho chic inspired bridesmaid dress .,Data/conceptual_captions_data/processed_success/9fb38917-576b-48ae-b90d-76ae6f9d9e84/9fb38917-576b-48ae-b90d-76ae6f9d9e84_sd_image.png,Data/conceptual_captions_data/processed_success/9fb38917-576b-48ae-b90d-76ae6f9d9e84/9fb38917-576b-48ae-b90d-76ae6f9d9e84_sd_image_opp.png,no,no
hairstyles for a party : long party hairstyles for women best,hairstyles for a party : long party hairstyles for man best,Data/conceptual_captions_data/processed_success/a8faf179-4551-4f74-8b8e-f9b1cde11e40/a8faf179-4551-4f74-8b8e-f9b1cde11e40_sd_image.png,Data/conceptual_captions_data/processed_success/a8faf179-4551-4f74-8b8e-f9b1cde11e40/a8faf179-4551-4f74-8b8e-f9b1cde11e40_sd_image_opp.png,no,no
"besides being able to create a customized story about heritage along with information on different countries , i really liked this feature : a family tree that person can complete by hand with the help of her family .","besides being able to create a customized story about heritage along with information on different countries , i really dislike this feature : a family tree that person can complete by hand with the help of her family .",Data/conceptual_captions_data/processed_success/a89bbf91-6654-4e13-92ed-7db7f8fea0f5/a89bbf91-6654-4e13-92ed-7db7f8fea0f5_sd_image.png,Data/conceptual_captions_data/processed_success/a89bbf91-6654-4e13-92ed-7db7f8fea0f5/a89bbf91-6654-4e13-92ed-7db7f8fea0f5_sd_image_opp.png,yes,no
beautiful teenage girl in hat happily hugs her dog on a white background stock footage video,ugly teenage girl in hat happily hugs her dog on a white background stock footage video,Data/conceptual_captions_data/processed_success/d17b8c05-f0ab-4caa-a230-c057d3edb194/d17b8c05-f0ab-4caa-a230-c057d3edb194_sd_image.png,Data/conceptual_captions_data/processed_success/d17b8c05-f0ab-4caa-a230-c057d3edb194/d17b8c05-f0ab-4caa-a230-c057d3edb194_sd_image_opp.png,no,no
beautiful teenager girl showing something to her cute funny small brother on the tablet computer while sitting at home .,ugly teenager girl showing something to her cute funny small brother on the tablet computer while sitting at home .,Data/conceptual_captions_data/processed_success/582e6a32-0e92-4c86-a32a-39fd26a09110/582e6a32-0e92-4c86-a32a-39fd26a09110_sd_image.png,Data/conceptual_captions_data/processed_success/582e6a32-0e92-4c86-a32a-39fd26a09110/582e6a32-0e92-4c86-a32a-39fd26a09110_sd_image_opp.png,no,no
portrait of happy smiling family with lovely kid in a park .,portrait of unhappy smiling family with lovely kid in a park .,Data/conceptual_captions_data/processed_success/8d1a5ab4-4e8a-4e38-a0ef-00352826e0ac/8d1a5ab4-4e8a-4e38-a0ef-00352826e0ac_sd_image.png,Data/conceptual_captions_data/processed_success/8d1a5ab4-4e8a-4e38-a0ef-00352826e0ac/8d1a5ab4-4e8a-4e38-a0ef-00352826e0ac_sd_image_opp.png,no,no
"update her seasonal range with this pretty selection of leggings , crafted in a cotton rich fabric with added stretch for an improved fit .","update her seasonal range with this unreasonably selection of leggings , crafted in a cotton rich fabric with added stretch for an improved fit .",Data/conceptual_captions_data/processed_success/47d1110e-aedd-4ded-96a3-2ba5688865fd/47d1110e-aedd-4ded-96a3-2ba5688865fd_sd_image.png,Data/conceptual_captions_data/processed_success/47d1110e-aedd-4ded-96a3-2ba5688865fd/47d1110e-aedd-4ded-96a3-2ba5688865fd_sd_image_opp.png,no,no
engine bay of a perfectly restored and award winning,engine bay of a imperfectly restored and award winning,Data/conceptual_captions_data/processed_success/cc86daf6-b878-41b7-a89c-1884c59e53c7/cc86daf6-b878-41b7-a89c-1884c59e53c7_sd_image.png,Data/conceptual_captions_data/processed_success/cc86daf6-b878-41b7-a89c-1884c59e53c7/cc86daf6-b878-41b7-a89c-1884c59e53c7_sd_image_opp.png,no,no
wooden sign with the word cancer as a concept to say that cancer can be stopped,wooden sign with the word cancer as a misconception to say that cancer can be stopped,Data/conceptual_captions_data/processed_success/1ed6c5dd-6677-41cd-8b01-d92e382aaa01/1ed6c5dd-6677-41cd-8b01-d92e382aaa01_sd_image.png,Data/conceptual_captions_data/processed_success/1ed6c5dd-6677-41cd-8b01-d92e382aaa01/1ed6c5dd-6677-41cd-8b01-d92e382aaa01_sd_image_opp.png,no,no
i love you to the moon and back hand drawn poster with a romantic quote this illustration can be use,i hate you to the moon and back hand drawn poster with a romantic quote this illustration can be use,Data/conceptual_captions_data/processed_success/a6e3849f-cd06-402b-a664-60113d785efa/a6e3849f-cd06-402b-a664-60113d785efa_sd_image.png,Data/conceptual_captions_data/processed_success/a6e3849f-cd06-402b-a664-60113d785efa/a6e3849f-cd06-402b-a664-60113d785efa_sd_image_opp.png,no,no
cherry blossoms snowing onto my head while i marvel at the coats of pink on picturesque landscape ... so pretty * so going !,cherry blossoms snowing onto my head while i marvel at the coats of pink on picturesque landscape ... so unreasonably * so going !,Data/conceptual_captions_data/processed_success/5554b059-5b8c-4c9e-a2dc-30214c778007/5554b059-5b8c-4c9e-a2dc-30214c778007_sd_image.png,Data/conceptual_captions_data/processed_success/5554b059-5b8c-4c9e-a2dc-30214c778007/5554b059-5b8c-4c9e-a2dc-30214c778007_sd_image_opp.png,no,no
"send out love and harmony , put your mind and body in a peaceful place , and then allow the universe to work in the perfect way that it knows how . ~ author","send safe love and harmony , put your mind and body in a peaceful place , and then allow the universe to work in the perfect way that it knows how . ~ author",Data/conceptual_captions_data/processed_success/093f94b1-6d33-4eee-8251-7d642897e925/093f94b1-6d33-4eee-8251-7d642897e925_sd_image.png,Data/conceptual_captions_data/processed_success/093f94b1-6d33-4eee-8251-7d642897e925/093f94b1-6d33-4eee-8251-7d642897e925_sd_image_opp.png,no,no
wishing a very happy birthday to our friend !,wishing a very happy birthday to our foe !,Data/conceptual_captions_data/processed_success/a14bbdbf-01bb-4bf7-928d-fde03d6ea10b/a14bbdbf-01bb-4bf7-928d-fde03d6ea10b_sd_image.png,Data/conceptual_captions_data/processed_success/a14bbdbf-01bb-4bf7-928d-fde03d6ea10b/a14bbdbf-01bb-4bf7-928d-fde03d6ea10b_sd_image_opp.png,no,no
"person used a variety of natural design elements and textures , including moss , tree bark and exotic feathers to create visual interest in an exciting and elaborate centerpiece for the grand opening","person used a variety of natural design elements and textures , including moss , tree bark and exotic feathers to create visual interest in an stifle and elaborate centerpiece for the grand opening",Data/conceptual_captions_data/processed_success/816369aa-09a9-4c6c-98cf-cd2b29b8cc61/816369aa-09a9-4c6c-98cf-cd2b29b8cc61_sd_image.png,Data/conceptual_captions_data/processed_success/816369aa-09a9-4c6c-98cf-cd2b29b8cc61/816369aa-09a9-4c6c-98cf-cd2b29b8cc61_sd_image_opp.png,no,no
"i 'm already in my 's , and may never see the day that i wear a wedding dress , but my goodness this dress is beautiful .","i 'm already in my 's , and may never see the day that i wear a wedding dress , but my goodness this dress is ugly .",Data/conceptual_captions_data/processed_success/c911274d-0c7c-4bfe-8f6b-6774938956a3/c911274d-0c7c-4bfe-8f6b-6774938956a3_sd_image.png,Data/conceptual_captions_data/processed_success/c911274d-0c7c-4bfe-8f6b-6774938956a3/c911274d-0c7c-4bfe-8f6b-6774938956a3_sd_image_opp.png,no,no
happy family smiling at the camera with their dog on a sunny day,unhappy family smiling at the camera with their dog on a sunny day,Data/conceptual_captions_data/processed_success/8bb105e4-0bae-43ad-9a70-20c9724a1252/8bb105e4-0bae-43ad-9a70-20c9724a1252_sd_image.png,Data/conceptual_captions_data/processed_success/8bb105e4-0bae-43ad-9a70-20c9724a1252/8bb105e4-0bae-43ad-9a70-20c9724a1252_sd_image_opp.png,no,no
business start - up meeting in a modern office happy beautiful young people actively discussing new ideas for the project,business start - up meeting in a modern office unhappy beautiful young people actively discussing new ideas for the project,Data/conceptual_captions_data/processed_success/be730343-fc6f-4cde-8f8b-ca32c71557b9/be730343-fc6f-4cde-8f8b-ca32c71557b9_sd_image.png,Data/conceptual_captions_data/processed_success/be730343-fc6f-4cde-8f8b-ca32c71557b9/be730343-fc6f-4cde-8f8b-ca32c71557b9_sd_image_opp.png,no,no
free pretty lady enjoying turn with opening arms on the meadow slow motion .,free pretty lady suffer turn with opening arms on the meadow slow motion .,Data/conceptual_captions_data/processed_success/68b30444-8fea-4415-949e-7c5f44406809/68b30444-8fea-4415-949e-7c5f44406809_sd_image.png,Data/conceptual_captions_data/processed_success/68b30444-8fea-4415-949e-7c5f44406809/68b30444-8fea-4415-949e-7c5f44406809_sd_image_opp.png,no,no
young beautiful happy couple in love embracing while sitting at the beach,young beautiful happy couple in hate embracing while sitting at the beach,Data/conceptual_captions_data/processed_success/6ca79690-1b99-4a16-b810-96686ddc51b8/6ca79690-1b99-4a16-b810-96686ddc51b8_sd_image.png,Data/conceptual_captions_data/processed_success/6ca79690-1b99-4a16-b810-96686ddc51b8/6ca79690-1b99-4a16-b810-96686ddc51b8_sd_image_opp.png,no,no
i 'm sorry okay i try but you know i go through things a lot and i just want my best friend back,i 'm unregretful okay i try but you know i go through things a lot and i just want my best friend back,Data/conceptual_captions_data/processed_success/d5cf587d-fbe0-4649-9157-a55c31a98f39/d5cf587d-fbe0-4649-9157-a55c31a98f39_sd_image.png,Data/conceptual_captions_data/processed_success/d5cf587d-fbe0-4649-9157-a55c31a98f39/d5cf587d-fbe0-4649-9157-a55c31a98f39_sd_image_opp.png,no,no
slow motion of little girls standing hand in hand and encouraging each other,accelerate motion of little girls standing hand in hand and encouraging each other,Data/conceptual_captions_data/processed_success/659d43f3-b733-402c-8826-7f418c85d228/659d43f3-b733-402c-8826-7f418c85d228_sd_image.png,Data/conceptual_captions_data/processed_success/659d43f3-b733-402c-8826-7f418c85d228/659d43f3-b733-402c-8826-7f418c85d228_sd_image_opp.png,no,no
just look in a reflection any window along tourist attraction and you 'll fall into a world of beauty and romance .,just look in a reflection any window along tourist attraction and you 'll fall into a world of ugliness and romance .,Data/conceptual_captions_data/processed_success/da92f666-5d3b-4f89-ae88-067a5cfdcec9/da92f666-5d3b-4f89-ae88-067a5cfdcec9_sd_image.png,Data/conceptual_captions_data/processed_success/da92f666-5d3b-4f89-ae88-067a5cfdcec9/da92f666-5d3b-4f89-ae88-067a5cfdcec9_sd_image_opp.png,no,no
i love strong logos like this that are simple .,i hate strong logos like this that are simple .,Data/conceptual_captions_data/processed_success/1972afe5-1aec-4bfe-8488-ce218345d3b0/1972afe5-1aec-4bfe-8488-ce218345d3b0_sd_image.png,Data/conceptual_captions_data/processed_success/1972afe5-1aec-4bfe-8488-ce218345d3b0/1972afe5-1aec-4bfe-8488-ce218345d3b0_sd_image_opp.png,no,no
"this modern design offer a pleasure in living , spoiling the owner with a beautiful sea view , which can be enjoyed inside and out of the room .","this modern design offer a pleasure in living , spoiling the owner with a ugly sea view , which can be enjoyed inside and out of the room .",Data/conceptual_captions_data/processed_success/3d39ecbe-ab78-4481-9ce8-8d3d3bb9b698/3d39ecbe-ab78-4481-9ce8-8d3d3bb9b698_sd_image.png,Data/conceptual_captions_data/processed_success/3d39ecbe-ab78-4481-9ce8-8d3d3bb9b698/3d39ecbe-ab78-4481-9ce8-8d3d3bb9b698_sd_image_opp.png,no,no
"actor may not have been a handsome leading man , but his voice and fashion sense made him perfect in movies like romantic comedy film and series .","actor may not have been a handsome leading man , but his voice and fashion sense made him imperfect in movies like romantic comedy film and series .",Data/conceptual_captions_data/processed_success/37ba833f-1b74-4099-a268-0beb3f7019a5/37ba833f-1b74-4099-a268-0beb3f7019a5_sd_image.png,Data/conceptual_captions_data/processed_success/37ba833f-1b74-4099-a268-0beb3f7019a5/37ba833f-1b74-4099-a268-0beb3f7019a5_sd_image_opp.png,no,no
greetings cards for birthday - hope you have the brightest of birthdays !,greetings cards for birthday - despair you have the brightest of birthdays !,Data/conceptual_captions_data/processed_success/7b46ec54-9827-4b0b-a4d9-6fa502405c23/7b46ec54-9827-4b0b-a4d9-6fa502405c23_sd_image.png,Data/conceptual_captions_data/processed_success/7b46ec54-9827-4b0b-a4d9-6fa502405c23/7b46ec54-9827-4b0b-a4d9-6fa502405c23_sd_image_opp.png,no,yes
happy friends on a party,unhappy friends on a party,Data/conceptual_captions_data/processed_success/4b7ca698-715b-4f26-916d-5b9d7c935ddd/4b7ca698-715b-4f26-916d-5b9d7c935ddd_sd_image.png,Data/conceptual_captions_data/processed_success/4b7ca698-715b-4f26-916d-5b9d7c935ddd/4b7ca698-715b-4f26-916d-5b9d7c935ddd_sd_image_opp.png,no,no
women sharing a laugh as they relax and shrug off the hot weather on the sands,man sharing a laugh as they relax and shrug off the hot weather on the sands,Data/conceptual_captions_data/processed_success/827a2674-cdcf-4c79-868a-d7188626daeb/827a2674-cdcf-4c79-868a-d7188626daeb_sd_image.png,Data/conceptual_captions_data/processed_success/827a2674-cdcf-4c79-868a-d7188626daeb/827a2674-cdcf-4c79-868a-d7188626daeb_sd_image_opp.png,yes,no
having some fun : the couple seem happy to get into the spirit of the show as they play some games,having some fun : the couple seem unhappy to get into the spirit of the show as they play some games,Data/conceptual_captions_data/processed_success/5753fce7-3e4a-4c8f-8ada-3bfd30b6a5b8/5753fce7-3e4a-4c8f-8ada-3bfd30b6a5b8_sd_image.png,Data/conceptual_captions_data/processed_success/5753fce7-3e4a-4c8f-8ada-3bfd30b6a5b8/5753fce7-3e4a-4c8f-8ada-3bfd30b6a5b8_sd_image_opp.png,no,no
